@relation 'LBP_hf Femur Medial ROI '

@attribute File {'Medial Femur of Normal_1.jpg','Medial Femur of Normal_10.jpg','Medial Femur of Normal_11.jpg','Medial Femur of Normal_12.jpg','Medial Femur of Normal_13.jpg','Medial Femur of Normal_14.jpg','Medial Femur of Normal_15.jpg','Medial Femur of Normal_16.jpg','Medial Femur of Normal_17.jpg','Medial Femur of Normal_18.jpg','Medial Femur of Normal_19.jpg','Medial Femur of Normal_2.jpg','Medial Femur of Normal_20.jpg','Medial Femur of Normal_21.jpg','Medial Femur of Normal_22.jpg','Medial Femur of Normal_23.jpg','Medial Femur of Normal_24.jpg','Medial Femur of Normal_25.jpg','Medial Femur of Normal_26.jpg','Medial Femur of Normal_27.jpg','Medial Femur of Normal_28.jpg','Medial Femur of Normal_29.jpg','Medial Femur of Normal_3.jpg','Medial Femur of Normal_30.jpg','Medial Femur of Normal_31.jpg','Medial Femur of Normal_32.jpg','Medial Femur of Normal_33.jpg','Medial Femur of Normal_34.jpg','Medial Femur of Normal_35.jpg','Medial Femur of Normal_36.jpg','Medial Femur of Normal_37.jpg','Medial Femur of Normal_38.jpg','Medial Femur of Normal_39.jpg','Medial Femur of Normal_4.jpg','Medial Femur of Normal_40.jpg','Medial Femur of Normal_41.jpg','Medial Femur of Normal_42.jpg','Medial Femur of Normal_43.jpg','Medial Femur of Normal_44.jpg','Medial Femur of Normal_45.jpg','Medial Femur of Normal_46.jpg','Medial Femur of Normal_47.jpg','Medial Femur of Normal_48.jpg','Medial Femur of Normal_49.jpg','Medial Femur of Normal_5.jpg','Medial Femur of Normal_50.jpg','Medial Femur of Normal_51.jpg','Medial Femur of Normal_52.jpg','Medial Femur of Normal_53.jpg','Medial Femur of Normal_54.jpg','Medial Femur of Normal_55.jpg','Medial Femur of Normal_56.jpg','Medial Femur of Normal_57.jpg','Medial Femur of Normal_58.jpg','Medial Femur of Normal_59.jpg','Medial Femur of Normal_6.jpg','Medial Femur of Normal_60.jpg','Medial Femur of Normal_61.jpg','Medial Femur of Normal_62.jpg','Medial Femur of Normal_63.jpg','Medial Femur of Normal_7.jpg','Medial Femur of Normal_8.jpg','Medial Femur of Normal_9.jpg','Medial Femur of OA_1.jpg','Medial Femur of OA_10.jpg','Medial Femur of OA_11.jpg','Medial Femur of OA_12.jpg','Medial Femur of OA_13.jpg','Medial Femur of OA_14.jpg','Medial Femur of OA_15.jpg','Medial Femur of OA_16.jpg','Medial Femur of OA_17.jpg','Medial Femur of OA_18.jpg','Medial Femur of OA_19.jpg','Medial Femur of OA_2.jpg','Medial Femur of OA_20.jpg','Medial Femur of OA_21.jpg','Medial Femur of OA_22.jpg','Medial Femur of OA_23.jpg','Medial Femur of OA_24.jpg','Medial Femur of OA_25.jpg','Medial Femur of OA_26.jpg','Medial Femur of OA_27.jpg','Medial Femur of OA_28.jpg','Medial Femur of OA_29.jpg','Medial Femur of OA_3.jpg','Medial Femur of OA_30.jpg','Medial Femur of OA_31.jpg','Medial Femur of OA_32.jpg','Medial Femur of OA_33.jpg','Medial Femur of OA_34.jpg','Medial Femur of OA_35.jpg','Medial Femur of OA_36.jpg','Medial Femur of OA_37.jpg','Medial Femur of OA_38.jpg','Medial Femur of OA_39.jpg','Medial Femur of OA_4.jpg','Medial Femur of OA_40.jpg','Medial Femur of OA_41.jpg','Medial Femur of OA_42.jpg','Medial Femur of OA_43.jpg','Medial Femur of OA_44.jpg','Medial Femur of OA_45.jpg','Medial Femur of OA_46.jpg','Medial Femur of OA_47.jpg','Medial Femur of OA_48.jpg','Medial Femur of OA_49.jpg','Medial Femur of OA_5.jpg','Medial Femur of OA_50.jpg','Medial Femur of OA_51.jpg','Medial Femur of OA_52.jpg','Medial Femur of OA_53.jpg','Medial Femur of OA_54.jpg','Medial Femur of OA_55.jpg','Medial Femur of OA_56.jpg','Medial Femur of OA_57.jpg','Medial Femur of OA_58.jpg','Medial Femur of OA_59.jpg','Medial Femur of OA_6.jpg','Medial Femur of OA_60.jpg','Medial Femur of OA_61.jpg','Medial Femur of OA_62.jpg','Medial Femur of OA_63.jpg','Medial Femur of OA_64.jpg','Medial Femur of OA_65.jpg','Medial Femur of OA_66.jpg','Medial Femur of OA_67.jpg','Medial Femur of OA_68.jpg','Medial Femur of OA_7.jpg','Medial Femur of OA_8.jpg','Medial Femur of OA_9.jpg'}
@attribute LBP_hf_1 numeric
@attribute LBP_hf_2 numeric
@attribute LBP_hf_3 numeric
@attribute LBP_hf_4 numeric
@attribute LBP_hf_5 numeric
@attribute LBP_hf_6 numeric
@attribute LBP_hf_7 numeric
@attribute LBP_hf_8 numeric
@attribute LBP_hf_9 numeric
@attribute LBP_hf_10 numeric
@attribute LBP_hf_11 numeric
@attribute LBP_hf_12 numeric
@attribute LBP_hf_13 numeric
@attribute LBP_hf_14 numeric
@attribute LBP_hf_15 numeric
@attribute LBP_hf_16 numeric
@attribute LBP_hf_17 numeric
@attribute LBP_hf_18 numeric
@attribute LBP_hf_19 numeric
@attribute LBP_hf_20 numeric
@attribute LBP_hf_21 numeric
@attribute LBP_hf_22 numeric
@attribute LBP_hf_23 numeric
@attribute LBP_hf_24 numeric
@attribute LBP_hf_25 numeric
@attribute LBP_hf_26 numeric
@attribute LBP_hf_27 numeric
@attribute LBP_hf_28 numeric
@attribute LBP_hf_29 numeric
@attribute LBP_hf_30 numeric
@attribute LBP_hf_31 numeric
@attribute LBP_hf_32 numeric
@attribute LBP_hf_33 numeric
@attribute LBP_hf_34 numeric
@attribute LBP_hf_35 numeric
@attribute LBP_hf_36 numeric
@attribute LBP_hf_37 numeric
@attribute LBP_hf_38 numeric
@attribute class {Nor,OA}

@data
'Medial Femur of OA_38.jpg',0.0828,0.00308,0.031,0.00214,0.0728,0.0725,0.0015,0.00792,0.00246,0.00133,0.127,0.00562,0.0263,0.000448,0.0178,0.183,0.00545,0.0724,0.0119,0.0117,0.15,0.00281,0.0333,0.0015,0.012,0.0902,0.00107,0.00866,0.000442,0,0.0756,0.00166,0.0329,0.00295,0.055,0.0483,0.0617,0.109,OA
'Medial Femur of OA_39.jpg',0.0632,0.00154,0.0198,0.000852,0.0548,0.0689,0.00248,0.005,0.00338,0.00357,0.144,0.00544,0.0211,0.00115,0.0323,0.218,0.00729,0.0757,0.00364,0.0264,0.17,0.0058,0.0364,0.00139,0.0186,0.0966,0.00146,0.00354,0.00142,0.00378,0.0622,0.0016,0.0183,0.00344,0.04,0.0354,0.0531,0.0889,OA
'Medial Femur of OA_4.jpg',0.0758,0.00198,0.0238,0.00184,0.0668,0.0611,0.00238,0.00195,0.00328,0.00194,0.131,0.00632,0.0205,0.00466,0.0468,0.185,0.00671,0.0688,0.00476,0.0139,0.172,0.00516,0.0382,0.00274,0.0205,0.104,0.00686,0.00508,0.00321,0.00163,0.0674,0.00226,0.0181,0.00317,0.0413,0.0402,0.0615,0.102,OA
'Medial Femur of OA_40.jpg',0.055,0.00298,0.0173,0.00279,0.0507,0.0548,0.00336,0.00272,0.00178,0.00275,0.141,0.00759,0.0205,0.00396,0.0417,0.251,0.0121,0.0977,0.0037,0.0326,0.197,0.00727,0.0529,0.00357,0.0459,0.0907,0.00445,0.00195,0.00118,0.000714,0.0569,0.00522,0.0168,0.00428,0.0288,0.0242,0.0493,0.0797,OA
'Medial Femur of OA_41.jpg',0.0739,0.0034,0.0196,0.00275,0.0686,0.0682,0.00471,0.00113,0.000392,0.000204,0.131,0.00242,0.0215,0.000499,0.0378,0.186,0.01,0.07,0.00854,0.0117,0.165,0.00211,0.0423,0.0071,0.0312,0.0948,0.00384,0.0063,0.00243,0.000918,0.0722,0.00501,0.0152,0.00577,0.0416,0.0386,0.0649,0.105,OA
'Medial Femur of OA_42.jpg',0.0725,0.00052,0.0221,0.00153,0.0662,0.0622,0.00323,0.00525,0.00289,0.00367,0.136,0.00219,0.0209,0.00245,0.0349,0.196,0.00566,0.0611,0.0016,0.0144,0.168,0.00172,0.0355,0.00183,0.0199,0.101,0.00419,0.00465,0.0049,0.000918,0.0689,0.00224,0.0191,0.00175,0.0432,0.0366,0.059,0.0997,OA
'Medial Femur of OA_43.jpg',0.0711,0.00311,0.012,0.00224,0.0619,0.0658,0.00425,0.00237,0.0024,0.000918,0.134,0.00634,0.0175,0.004,0.0449,0.175,0.0131,0.0529,0.00453,0.0123,0.167,0.00866,0.0302,0.00901,0.0261,0.107,0.00545,0.000941,0.00564,0.000714,0.0684,0.00194,0.00919,0.00316,0.0378,0.0395,0.0644,0.107,OA
'Medial Femur of OA_44.jpg',0.0792,0.00132,0.0207,0.00226,0.07,0.0732,0.00171,0.00339,0.00456,0.00194,0.125,0.0105,0.0258,0.00752,0.0267,0.174,0.00919,0.0613,0.00126,0.0157,0.156,0.00343,0.0339,0.00496,0.016,0.0918,0.00466,0.00246,0.00356,0.00163,0.0765,0.00221,0.0192,0.00253,0.0471,0.0467,0.064,0.114,OA
'Medial Femur of OA_45.jpg',0.0821,0.00369,0.0454,0.00276,0.0752,0.0576,0.00201,0.00675,0.00147,0.00275,0.13,0.00733,0.03,0.0047,0.0305,0.199,0.0195,0.1,0.0118,0.0306,0.161,0.0134,0.0489,0.00404,0.0262,0.0897,0.00235,0.0118,0.00408,0.00398,0.0764,0.00305,0.0345,0.00483,0.0521,0.041,0.0586,0.103,OA
'Medial Femur of OA_46.jpg',0.0538,0.00557,0.0166,0.00514,0.0497,0.0576,0.000326,0.00351,0.0029,0.00337,0.154,0.0123,0.0147,0.00439,0.0544,0.236,0.0296,0.0765,0.00833,0.00633,0.202,0.0162,0.0412,0.00869,0.0409,0.102,0.00472,0.0112,0.00182,0.00714,0.0529,0.00158,0.0147,0.00254,0.0259,0.0256,0.0475,0.0688,OA
'Medial Femur of OA_47.jpg',0.0609,0.00566,0.00677,0.00505,0.0566,0.0582,0.0018,0.00131,0.00059,0.00388,0.141,0.00898,0.0147,0.0014,0.0561,0.213,0.023,0.0521,0.0102,0.0117,0.181,0.017,0.0347,0.00154,0.0351,0.103,0.00467,0.00252,0.000097,0.00347,0.0615,0.00212,0.00706,0.00106,0.0307,0.0282,0.0613,0.0915,OA
'Medial Femur of OA_48.jpg',0.0669,0.00195,0.0104,0.00115,0.0584,0.0702,0.00355,0.00579,0.00357,0.00347,0.149,0.0135,0.0298,0.00578,0.0212,0.199,0.0124,0.0711,0.00343,0.0112,0.17,0.00904,0.0401,0.00148,0.018,0.0948,0.00574,0.0043,0.00139,0.00194,0.0615,0.00116,0.00306,0.00171,0.0409,0.0405,0.054,0.0942,OA
'Medial Femur of OA_49.jpg',0.119,0.00761,0.076,0.00717,0.11,0.0661,0.00619,0.00956,0.00529,0.00286,0.0957,0.00859,0.0139,0.00176,0.0304,0.103,0.00639,0.0354,0.00403,0.00194,0.0999,0.00567,0.0159,0.00433,0.00255,0.0876,0.00587,0.0118,0.00399,0.000714,0.117,0.00735,0.0687,0.00452,0.0858,0.0676,0.0927,0.152,OA
'Medial Femur of OA_5.jpg',0.0775,0.00175,0.0332,0.00143,0.0716,0.0639,0.00437,0.00531,0.00434,0.00102,0.136,0.0162,0.0276,0.00282,0.0314,0.196,0.0184,0.0886,0.0053,0.0295,0.157,0.0165,0.0428,0.00726,0.0172,0.0991,0.00793,0.00784,0.00251,0.00337,0.0714,0.00383,0.0235,0.00357,0.049,0.0407,0.0596,0.0991,OA
'Medial Femur of OA_50.jpg',0.083,0.000456,0.0359,0.00125,0.0754,0.0618,0.00267,0.00592,0.00334,0.000816,0.127,0.0068,0.0286,0.00087,0.0217,0.192,0.0233,0.0893,0.0109,0.000816,0.15,0.0102,0.0545,0.00438,0.0349,0.0939,0.0039,0.0105,0.00359,0.00469,0.078,0.00178,0.0399,0.00196,0.0541,0.0422,0.0658,0.107,OA
'Medial Femur of OA_51.jpg',0.09,0.00294,0.0365,0.00237,0.0843,0.0623,0.00179,0.00253,0.00268,0.00235,0.121,0.00518,0.0138,0.00592,0.0459,0.153,0.0075,0.0462,0.00185,0.00775,0.151,0.00206,0.0288,0.00362,0.026,0.0962,0.00279,0.00674,0.000709,0.00214,0.0903,0.00531,0.0309,0.00334,0.0572,0.0416,0.0745,0.12,OA
'Medial Femur of OA_52.jpg',0.0686,0.00279,0.00183,0.00301,0.062,0.0657,0.00651,0.00448,0.0029,0.000204,0.144,0.0151,0.0185,0.00396,0.043,0.185,0.0279,0.0442,0.02,0.0132,0.177,0.017,0.0346,0.0038,0.0207,0.104,0.01,0.00327,0.00333,0.00235,0.0642,0.00549,0.00166,0.00432,0.0425,0.0385,0.0592,0.0942,OA
'Medial Femur of OA_53.jpg',0.102,0.000411,0.0467,0.000762,0.0898,0.0683,0.00157,0.00677,0.00285,0.00316,0.103,0.00405,0.0147,0.00073,0.0292,0.127,0.00286,0.0437,0.00221,0.0099,0.115,0.0041,0.0214,0.00258,0.00612,0.0957,0.00512,0.00941,0.00149,0.00265,0.0988,0.001,0.0389,0.00318,0.072,0.0646,0.086,0.139,OA
'Medial Femur of OA_54.jpg',0.0781,0.00211,0.0329,0.00176,0.0717,0.0618,0.00159,0.00354,0.00192,0.000408,0.13,0.0119,0.0201,0.00251,0.041,0.193,0.0151,0.0759,0.011,0.015,0.16,0.0168,0.037,0.00693,0.0203,0.0948,0.00223,0.00616,0.00338,0.00459,0.0759,0.00287,0.0237,0.00227,0.0494,0.0382,0.0637,0.106,OA
'Medial Femur of OA_55.jpg',0.0722,0.000612,0.0261,0.000612,0.0657,0.0694,0.00178,0.00292,0.000836,0.00367,0.135,0.00563,0.0285,0.00565,0.0215,0.199,0.0162,0.0745,0.0125,0.0139,0.167,0.00914,0.0423,0.00237,0.0242,0.0975,0.00379,0.00688,0.0017,0.00531,0.0686,0.00261,0.0165,0.00385,0.0439,0.0391,0.0547,0.0971,OA
'Medial Femur of OA_56.jpg',0.092,0.00303,0.0269,0.00357,0.0859,0.0646,0.00266,0.00744,0.00133,0.00051,0.121,0.00809,0.0138,0.00214,0.0451,0.142,0.0123,0.0356,0.00374,0.00714,0.131,0.00725,0.0232,0.00143,0.021,0.0953,0.0055,0.00213,0.00508,0.000204,0.092,0.00767,0.0313,0.00769,0.0606,0.0496,0.0855,0.127,OA
'Medial Femur of OA_57.jpg',0.0924,0.00475,0.0506,0.00583,0.0818,0.0648,0.00191,0.0096,0.00292,0.00275,0.118,0.00476,0.022,0.002,0.0324,0.16,0.0103,0.0688,0.00539,0.00806,0.141,0.00691,0.0372,0.00726,0.0124,0.0978,0.00457,0.0148,0.0074,0.00378,0.0907,0.00272,0.0436,0.00133,0.0601,0.051,0.0679,0.116,OA
'Medial Femur of OA_58.jpg',0.116,0.00891,0.0739,0.00773,0.102,0.0602,0.00189,0.0106,0.00238,0.000612,0.103,0.00473,0.012,0.00258,0.03,0.125,0.00498,0.0461,0.00206,0.0112,0.108,0.00117,0.0194,0.00498,0.0108,0.0942,0.00467,0.0162,0.00575,0.00173,0.11,0.00648,0.0632,0.00534,0.0774,0.0608,0.0846,0.139,OA
'Medial Femur of OA_59.jpg',0.07,0.00029,0.0237,0.000889,0.0626,0.0731,0.00121,0.0068,0.000638,0.00367,0.137,0.00363,0.019,0.00189,0.0406,0.196,0.0137,0.0693,0.00274,0.0101,0.169,0.0118,0.0313,0.00413,0.0178,0.0987,0.00397,0.0111,0.00139,0.00643,0.0685,0.00264,0.025,0.000849,0.0468,0.0359,0.0576,0.0942,OA
'Medial Femur of OA_6.jpg',0.068,0.000775,0.0245,0.00109,0.0631,0.0673,0.000907,0.00279,0.00184,0.000204,0.144,0.00351,0.0202,0.00328,0.0392,0.194,0.00435,0.061,0.00521,0.019,0.173,0.006,0.0334,0.00588,0.0225,0.0926,0.00403,0.00616,0.00178,0.00102,0.0676,0.00289,0.0189,0.00318,0.0456,0.0379,0.0575,0.0984,OA
'Medial Femur of OA_60.jpg',0.0778,0.00169,0.0432,0.002,0.0717,0.0605,0.0032,0.00913,0.00263,0.00112,0.128,0.00676,0.0298,0.00254,0.0259,0.221,0.00905,0.116,0.00304,0.0382,0.157,0.00803,0.0504,0.00203,0.0228,0.0901,0.00153,0.0151,0.00168,0.00194,0.0726,0.00248,0.0375,0.00341,0.0516,0.0379,0.059,0.0967,OA
'Medial Femur of OA_61.jpg',0.0787,0.0032,0.0269,0.00201,0.0717,0.0716,0.00593,0.00563,0.00148,0,0.128,0.00559,0.0152,0.00211,0.0405,0.171,0.0108,0.0486,0.00438,0.00622,0.15,0.00788,0.0278,0.00669,0.0198,0.0992,0.00622,0.0103,0.00311,0.00184,0.0784,0.0012,0.0228,0.00443,0.0516,0.0428,0.0692,0.111,OA
'Medial Femur of OA_62.jpg',0.068,0.00372,0.0249,0.00236,0.061,0.0644,0.0018,0.00898,0.00316,0.00112,0.141,0.00427,0.0235,0.00125,0.0362,0.214,0.0142,0.0811,0.00847,0.0227,0.168,0.00875,0.0408,0.00235,0.0116,0.0938,0.0025,0.0118,0.00472,0.000306,0.0679,0.00137,0.0279,0.00111,0.0434,0.037,0.0531,0.0931,OA
'Medial Femur of OA_63.jpg',0.0816,0.00214,0.0368,0.00264,0.0737,0.0734,0.00442,0.0059,0.00219,0.00214,0.132,0.00941,0.0257,0.00365,0.0302,0.184,0.0138,0.0789,0.00248,0.0239,0.155,0.00911,0.0434,0.00198,0.0102,0.0927,0.00569,0.0132,0.0021,0.00133,0.0772,0.00211,0.0357,0.00181,0.0566,0.0435,0.0599,0.101,OA
'Medial Femur of OA_64.jpg',0.0772,0.0024,0.0262,0.0035,0.0703,0.0661,0.00555,0.00419,0.00237,0.000204,0.134,0.00411,0.0227,0.00168,0.0332,0.185,0.0101,0.068,0.00456,0.0171,0.154,0.00901,0.0348,0.00389,0.0218,0.0945,0.000663,0.00808,0.00194,0.00163,0.0766,0.00266,0.0211,0.00123,0.0534,0.0435,0.0654,0.104,OA
'Medial Femur of OA_65.jpg',0.0619,0.000966,0.0141,0.00197,0.0556,0.0675,0.00101,0.00548,0.00276,0.00347,0.154,0.00497,0.0215,0.00127,0.0385,0.225,0.0156,0.0734,0.00944,0.00429,0.17,0.00544,0.0391,0.00263,0.013,0.0955,0.004,0.00505,0.00103,0.00143,0.0597,0.00242,0.0177,0.00253,0.0409,0.0325,0.0516,0.082,OA
'Medial Femur of OA_66.jpg',0.0713,0.00467,0.0251,0.0044,0.0621,0.0679,0.00177,0.00405,0.00305,0.00112,0.136,0.00852,0.0216,0.00304,0.0345,0.195,0.0187,0.0678,0.0106,0.0245,0.168,0.0144,0.0337,0.00196,0.00622,0.0971,0.0048,0.00968,0.0018,0.00143,0.0702,0.00179,0.0257,0.000642,0.0455,0.0448,0.0537,0.0956,OA
'Medial Femur of OA_67.jpg',0.072,0.00247,0.0434,0.0036,0.0669,0.0595,0.00165,0.00878,0.00218,0.00316,0.135,0.00655,0.0325,0.00467,0.0287,0.249,0.00834,0.118,0.00614,0.0141,0.164,0.00412,0.0508,0.00477,0.0197,0.0904,0.00111,0.0157,0.00204,0.00408,0.0658,0.00364,0.0308,0.00207,0.044,0.0319,0.0488,0.0839,OA
'Medial Femur of OA_68.jpg',0.0723,0.00221,0.0157,0.00347,0.0666,0.068,0.00282,0.00634,0.00288,0.000204,0.142,0.00419,0.0196,0.000954,0.0434,0.184,0.01,0.0535,0.00339,0.00704,0.16,0.00747,0.0298,0.00365,0.0201,0.0977,0.0057,0.00368,0.000972,0.00143,0.0746,0.00234,0.0163,0.00233,0.0458,0.0381,0.0635,0.1,OA
'Medial Femur of OA_7.jpg',0.0679,0.00252,0.0209,0.0028,0.0625,0.0661,0.00083,0.00105,0.00254,0.00551,0.138,0.0055,0.026,0.00169,0.0362,0.186,0.0184,0.0698,0.0062,0.00561,0.17,0.00695,0.0465,0.00205,0.0295,0.101,0.00242,0.00473,0.00367,0.00286,0.0705,0.00236,0.0221,0.00278,0.0456,0.0383,0.0614,0.1,OA
'Medial Femur of OA_8.jpg',0.0824,0.00641,0.0298,0.00584,0.0743,0.0648,0.00103,0.00402,0.00409,0.000918,0.13,0.00532,0.0187,0.00269,0.039,0.179,0.0185,0.0617,0.00638,0.000306,0.146,0.00616,0.0348,0.00132,0.0166,0.099,0.00548,0.00649,0.00246,0.00224,0.0767,0.0016,0.0258,0.00132,0.0547,0.0428,0.0666,0.113,OA
'Medial Femur of OA_9.jpg',0.068,0.0014,0.0238,0.00132,0.0571,0.0744,0.00362,0.00178,0.00168,0.00378,0.141,0.000553,0.0175,0.00407,0.0359,0.192,0.00767,0.0582,0.00749,0.0141,0.164,0.006,0.0293,0.00576,0.00265,0.099,0.0014,0.00875,0.00155,0.00122,0.0667,0.00177,0.0229,0.00258,0.0455,0.0421,0.0556,0.0967,OA
