@relation 'LBP_hf Medial Tibia ROI '

@attribute File {'Medial Tibia of G1_1.jpg','Medial Tibia of G1_10.jpg','Medial Tibia of G1_11.jpg','Medial Tibia of G1_12.jpg','Medial Tibia of G1_13.jpg','Medial Tibia of G1_14.jpg','Medial Tibia of G1_15.jpg','Medial Tibia of G1_16.jpg','Medial Tibia of G1_17.jpg','Medial Tibia of G1_18.jpg','Medial Tibia of G1_2.jpg','Medial Tibia of G1_3.jpg','Medial Tibia of G1_4.jpg','Medial Tibia of G1_5.jpg','Medial Tibia of G1_6.jpg','Medial Tibia of G1_7.jpg','Medial Tibia of G1_8.jpg','Medial Tibia of G1_9.jpg','Medial Tibia of G2_1.jpg','Medial Tibia of G2_10.jpg','Medial Tibia of G2_11.jpg','Medial Tibia of G2_12.jpg','Medial Tibia of G2_13.jpg','Medial Tibia of G2_14.jpg','Medial Tibia of G2_15.jpg','Medial Tibia of G2_16.jpg','Medial Tibia of G2_17.jpg','Medial Tibia of G2_18.jpg','Medial Tibia of G2_19.jpg','Medial Tibia of G2_2.jpg','Medial Tibia of G2_20.jpg','Medial Tibia of G2_21.jpg','Medial Tibia of G2_3.jpg','Medial Tibia of G2_4.jpg','Medial Tibia of G2_5.jpg','Medial Tibia of G2_6.jpg','Medial Tibia of G2_7.jpg','Medial Tibia of G2_8.jpg','Medial Tibia of G2_9.jpg','Medial Tibia of G3_1.jpg','Medial Tibia of G3_10.jpg','Medial Tibia of G3_11.jpg','Medial Tibia of G3_12.jpg','Medial Tibia of G3_13.jpg','Medial Tibia of G3_14.jpg','Medial Tibia of G3_15.jpg','Medial Tibia of G3_16.jpg','Medial Tibia of G3_17.jpg','Medial Tibia of G3_18.jpg','Medial Tibia of G3_19.jpg','Medial Tibia of G3_2.jpg','Medial Tibia of G3_20.jpg','Medial Tibia of G3_21.jpg','Medial Tibia of G3_22.jpg','Medial Tibia of G3_23.jpg','Medial Tibia of G3_24.jpg','Medial Tibia of G3_25.jpg','Medial Tibia of G3_26.jpg','Medial Tibia of G3_27.jpg','Medial Tibia of G3_28.jpg','Medial Tibia of G3_29.jpg','Medial Tibia of G3_3.jpg','Medial Tibia of G3_30.jpg','Medial Tibia of G3_31.jpg','Medial Tibia of G3_32.jpg','Medial Tibia of G3_33.jpg','Medial Tibia of G3_34.jpg','Medial Tibia of G3_35.jpg','Medial Tibia of G3_36.jpg','Medial Tibia of G3_37.jpg','Medial Tibia of G3_38.jpg','Medial Tibia of G3_39.jpg','Medial Tibia of G3_4.jpg','Medial Tibia of G3_40.jpg','Medial Tibia of G3_41.jpg','Medial Tibia of G3_42.jpg','Medial Tibia of G3_43.jpg','Medial Tibia of G3_44.jpg','Medial Tibia of G3_5.jpg','Medial Tibia of G3_6.jpg','Medial Tibia of G3_7.jpg','Medial Tibia of G3_8.jpg','Medial Tibia of G3_9.jpg','Medial Tibia of G4_1.jpg','Medial Tibia of G4_2.jpg','Medial Tibia of G4_3.jpg','Medial Tibia of G4_4.jpg','Medial Tibia of G4_5.jpg','Medial Tibia of G4_6.jpg','Medial Tibia of G4_7.jpg','Medial Tibia of G4_8.jpg','Medial Tibia of Nor_1.jpg','Medial Tibia of Nor_10.jpg','Medial Tibia of Nor_11.jpg','Medial Tibia of Nor_12.jpg','Medial Tibia of Nor_13.jpg','Medial Tibia of Nor_14.jpg','Medial Tibia of Nor_15.jpg','Medial Tibia of Nor_16.jpg','Medial Tibia of Nor_17.jpg','Medial Tibia of Nor_18.jpg','Medial Tibia of Nor_19.jpg','Medial Tibia of Nor_2.jpg','Medial Tibia of Nor_20.jpg','Medial Tibia of Nor_21.jpg','Medial Tibia of Nor_22.jpg','Medial Tibia of Nor_23.jpg','Medial Tibia of Nor_24.jpg','Medial Tibia of Nor_25.jpg','Medial Tibia of Nor_26.jpg','Medial Tibia of Nor_27.jpg','Medial Tibia of Nor_28.jpg','Medial Tibia of Nor_29.jpg','Medial Tibia of Nor_3.jpg','Medial Tibia of Nor_30.jpg','Medial Tibia of Nor_31.jpg','Medial Tibia of Nor_32.jpg','Medial Tibia of Nor_33.jpg','Medial Tibia of Nor_34.jpg','Medial Tibia of Nor_35.jpg','Medial Tibia of Nor_36.jpg','Medial Tibia of Nor_37.jpg','Medial Tibia of Nor_38.jpg','Medial Tibia of Nor_39.jpg','Medial Tibia of Nor_4.jpg','Medial Tibia of Nor_5.jpg','Medial Tibia of Nor_6.jpg','Medial Tibia of Nor_7.jpg','Medial Tibia of Nor_8.jpg','Medial Tibia of Nor_9.jpg'}
@attribute LBP_hf_1 numeric
@attribute LBP_hf_2 numeric
@attribute LBP_hf_3 numeric
@attribute LBP_hf_4 numeric
@attribute LBP_hf_5 numeric
@attribute LBP_hf_6 numeric
@attribute LBP_hf_7 numeric
@attribute LBP_hf_8 numeric
@attribute LBP_hf_9 numeric
@attribute LBP_hf_10 numeric
@attribute LBP_hf_11 numeric
@attribute LBP_hf_12 numeric
@attribute LBP_hf_13 numeric
@attribute LBP_hf_14 numeric
@attribute LBP_hf_15 numeric
@attribute LBP_hf_16 numeric
@attribute LBP_hf_17 numeric
@attribute LBP_hf_18 numeric
@attribute LBP_hf_19 numeric
@attribute LBP_hf_20 numeric
@attribute LBP_hf_21 numeric
@attribute LBP_hf_22 numeric
@attribute LBP_hf_23 numeric
@attribute LBP_hf_24 numeric
@attribute LBP_hf_25 numeric
@attribute LBP_hf_26 numeric
@attribute LBP_hf_27 numeric
@attribute LBP_hf_28 numeric
@attribute LBP_hf_29 numeric
@attribute LBP_hf_30 numeric
@attribute LBP_hf_31 numeric
@attribute LBP_hf_32 numeric
@attribute LBP_hf_33 numeric
@attribute LBP_hf_34 numeric
@attribute LBP_hf_35 numeric
@attribute LBP_hf_36 numeric
@attribute LBP_hf_37 numeric
@attribute LBP_hf_38 numeric
@attribute class {'Grade 1','Grade 2','Grade 3','Grade 4',Normal}

@data
'Medial Tibia of G4_8.jpg',0.0825,0.00297,0.03,0.00335,0.0742,0.0793,0.00411,0.00167,0.00141,0.00235,0.127,0.00672,0.0135,0.00134,0.0466,0.147,0.000923,0.0351,0.00447,0.0119,0.149,0.00725,0.0184,0.00299,0.00418,0.104,0.00376,0.00542,0.00351,0.00255,0.0818,0.00406,0.0253,0.00342,0.0526,0.0452,0.0706,0.114,'Grade 4'
'Medial Tibia of Nor_1.jpg',0.0794,0.00264,0.0289,0.00278,0.0747,0.0562,0.00408,0.005,0.00526,0.00275,0.125,0.00678,0.0145,0.00408,0.0571,0.189,0.00654,0.0642,0.00455,0.014,0.158,0.003,0.0474,0.00649,0.038,0.1,0.00319,0.0119,0.00266,0.00122,0.0798,0.0013,0.0251,0.00259,0.0418,0.0311,0.0739,0.108,Normal
'Medial Tibia of Nor_10.jpg',0.0744,0.000948,0.0435,0.00117,0.0623,0.0696,0.00328,0.00926,0.000901,0.00388,0.132,0.00572,0.0277,0.00227,0.0347,0.225,0.0066,0.112,0.00852,0.0776,0.151,0.00685,0.0397,0.000678,0.00337,0.0851,0.00282,0.0143,0.0021,0.00224,0.0748,0.00201,0.0393,0.00138,0.0527,0.0412,0.0527,0.0937,Normal
'Medial Tibia of Nor_11.jpg',0.0748,0.00192,0.0293,0.00279,0.0634,0.0719,0.00433,0.00991,0.00326,0.00459,0.137,0.00224,0.0259,0.00207,0.0489,0.195,0.00288,0.0853,0.00593,0.0618,0.148,0.00289,0.0281,0.00209,0.00143,0.0956,0.0041,0.0121,0.00452,0.00173,0.0728,0.00181,0.0302,0.00123,0.0426,0.0425,0.062,0.101,Normal
'Medial Tibia of Nor_12.jpg',0.112,0.00443,0.07,0.00481,0.0999,0.064,0.00248,0.00931,0.00259,0.000306,0.105,0.00628,0.00901,0.00253,0.036,0.131,0.00757,0.0424,0.00409,0.0112,0.11,0.004,0.0179,0.0028,0.00928,0.092,0.00331,0.013,0.00106,0.000204,0.112,0.00584,0.0616,0.00323,0.0759,0.055,0.0848,0.134,Normal
'Medial Tibia of Nor_13.jpg',0.0793,0.000229,0.0335,0.000871,0.0738,0.0655,0.0016,0.00592,0.00359,0.00224,0.129,0.00292,0.0217,0.00186,0.0495,0.173,0.00406,0.0831,0.00255,0.0574,0.143,0.0107,0.0366,0.00163,0.00459,0.102,0.00256,0.00941,0.00308,0.00408,0.0812,0.00359,0.0271,0.00425,0.0488,0.0457,0.0685,0.113,Normal
'Medial Tibia of Nor_14.jpg',0.068,0.000471,0.0307,0.0017,0.062,0.066,0.00068,0.00839,0.0026,0.00235,0.141,0.00228,0.0257,0.00791,0.0521,0.208,0.00886,0.0897,0.00811,0.0473,0.165,0.00641,0.0357,0.00285,0.0154,0.101,0.00102,0.0115,0.00381,0.00429,0.0656,0.000766,0.0254,0.00211,0.0393,0.0359,0.0585,0.0922,Normal
'Medial Tibia of Nor_15.jpg',0.0745,0.00522,0.0308,0.00509,0.07,0.065,0.00147,0.00858,0.000589,0.000918,0.129,0.000718,0.0158,0.00511,0.0493,0.196,0.00821,0.0816,0.00589,0.033,0.159,0.00182,0.0352,0.00659,0.019,0.104,0.00141,0.00806,0.00389,0.00173,0.0728,0.00226,0.0292,0.00215,0.0422,0.0354,0.064,0.1,Normal
'Medial Tibia of Nor_16.jpg',0.0705,0.00172,0.016,0.00196,0.0656,0.0579,0.00248,0.00388,0.00165,0.00173,0.14,0.0059,0.0102,0.00295,0.0615,0.195,0.00596,0.0475,0.00564,0.0333,0.167,0.008,0.0268,0.00197,0.0214,0.104,0.00319,0.0045,0.000132,0.00051,0.0716,0.0036,0.0187,0.00168,0.0365,0.0338,0.0636,0.097,Normal
'Medial Tibia of Nor_17.jpg',0.077,0.00262,0.0365,0.00123,0.0699,0.0668,0.00257,0.0094,0.00132,0.00214,0.137,0.00289,0.0194,0.00415,0.0456,0.189,0.00342,0.0738,0.00542,0.0253,0.151,0.00286,0.0381,0.00196,0.0259,0.0976,0.00178,0.00869,0.00309,0.00255,0.076,0.0013,0.0357,0.00143,0.053,0.0393,0.0651,0.101,Normal
'Medial Tibia of Nor_18.jpg',0.0773,0.00407,0.0477,0.00455,0.0706,0.069,0.00372,0.00724,0.0025,0.00265,0.132,0.00403,0.0254,0.00208,0.0374,0.208,0.0128,0.122,0.00303,0.0853,0.157,0.00755,0.0424,0.00543,0.0048,0.095,0.00359,0.0133,0.00308,0.00051,0.0722,0.00237,0.0377,0.00475,0.0496,0.0399,0.0554,0.0943,Normal
'Medial Tibia of Nor_19.jpg',0.0794,0.000473,0.0383,0.000949,0.0726,0.0672,0.00264,0.0103,0.00276,0.00684,0.13,0.00182,0.0195,0.0029,0.042,0.191,0.00687,0.0838,0.00524,0.029,0.153,0.00191,0.0411,0.00538,0.0205,0.0933,0.0051,0.0137,0.00497,0.00245,0.0777,0.00163,0.0346,0.00287,0.0518,0.0384,0.0656,0.104,Normal
'Medial Tibia of Nor_2.jpg',0.0761,0.000309,0.0339,0.000393,0.0688,0.0627,0.00105,0.00541,0.0024,0.00214,0.134,0.00803,0.0199,0.00402,0.0478,0.194,0.00159,0.0768,0.00417,0.0146,0.164,0.00616,0.0453,0.00576,0.0209,0.103,0.00483,0.0155,0.00293,0.00592,0.0724,0.00574,0.0252,0.00105,0.042,0.0364,0.0635,0.094,Normal
'Medial Tibia of Nor_20.jpg',0.0669,0.00252,0.017,0.00286,0.0602,0.0681,0.00156,0.00491,0.00424,0.00582,0.144,0.00212,0.0237,0.00264,0.048,0.19,0.00251,0.0631,0.00655,0.0412,0.169,0.00833,0.03,0.00472,0.00765,0.0999,0.00448,0.00723,0.00297,0.000102,0.0623,0.00154,0.0167,0.00163,0.0403,0.04,0.0601,0.101,Normal
'Medial Tibia of Nor_21.jpg',0.063,0.00151,0.00657,0.0011,0.0566,0.0699,0.00393,0.00256,0.00314,0.00337,0.154,0.00486,0.0111,0.0048,0.0488,0.188,0.0105,0.0331,0.00683,0.0174,0.173,0.00662,0.0217,0.00743,0.00979,0.0996,0.00158,0.00228,0.00362,0.00326,0.0647,0.00149,0.00402,0.00122,0.0406,0.0362,0.0575,0.094,Normal
'Medial Tibia of Nor_22.jpg',0.0722,0.00211,0.0345,0.00167,0.0669,0.0611,0.000731,0.00808,0.00497,0.00112,0.133,0.00411,0.0231,0.00235,0.05,0.206,0.00253,0.0975,0.00204,0.0396,0.167,0.0023,0.0553,0.00111,0.0283,0.0994,0.00232,0.0148,0.00379,0.00184,0.0709,0.00146,0.0286,0.000818,0.0444,0.0335,0.059,0.0973,Normal
'Medial Tibia of Nor_23.jpg',0.0755,0.00341,0.028,0.0032,0.0702,0.0579,0.00137,0.00469,0.00221,0.00051,0.129,0.00326,0.0173,0.00124,0.0623,0.193,0.00551,0.0695,0.00354,0.0115,0.161,0.0045,0.0443,0.00458,0.0395,0.0989,0.00536,0.00789,0.00177,0.00439,0.0773,0.00126,0.0247,0.00148,0.0418,0.0297,0.0754,0.102,Normal
'Medial Tibia of Nor_24.jpg',0.0746,0.00142,0.0416,0.000448,0.0695,0.0672,0.00519,0.0103,0.00282,0.000102,0.135,0.00615,0.0253,0.000808,0.0382,0.201,0.00412,0.0881,0.00104,0.0232,0.159,0.00531,0.0382,0.000954,0.0158,0.0914,0.00429,0.015,0.00129,0.00551,0.0737,0.00289,0.0315,0.00297,0.0512,0.0391,0.0616,0.0969,Normal
'Medial Tibia of Nor_25.jpg',0.0681,0.0025,0.036,0.00289,0.0607,0.0633,0.00173,0.0114,0.00463,0.00204,0.142,0.00459,0.0253,0.00494,0.0495,0.213,0.00279,0.102,0.0135,0.0544,0.156,0.00954,0.0332,0.00654,0.00837,0.1,0.0038,0.0173,0.00126,0.00102,0.0687,0.00242,0.029,0.00377,0.0419,0.0386,0.057,0.0937,Normal
'Medial Tibia of Nor_26.jpg',0.0709,0.000851,0.0181,0.000504,0.0607,0.0675,0.003,0.00911,0.00363,0.00265,0.146,0.00935,0.0203,0.00406,0.0541,0.186,0.00664,0.0625,0.000793,0.0456,0.155,0.00148,0.0248,0.00296,0.00684,0.0969,0.0006,0.0105,0.000943,0.00633,0.0724,0.00755,0.0181,0.00536,0.0398,0.0415,0.0603,0.103,Normal
'Medial Tibia of Nor_27.jpg',0.101,0.00366,0.0474,0.00174,0.0918,0.0607,0.00298,0.00553,0.000169,0.00133,0.12,0.00361,0.0146,0.00607,0.0435,0.134,0.00539,0.0361,0.00652,0.00714,0.13,0.00456,0.0216,0.000952,0.0121,0.0959,0.00592,0.00421,0.00486,0.00408,0.0955,0.00553,0.0433,0.0062,0.0649,0.0496,0.0851,0.129,Normal
'Medial Tibia of Nor_28.jpg',0.0749,0.00409,0.00165,0.00377,0.0684,0.0716,0.00142,0.00743,0.00312,0.000204,0.138,0.00912,0.0157,0.0039,0.0391,0.165,0.011,0.0281,0.0016,0.00602,0.162,0.00739,0.0234,0.00309,0.0205,0.1,0.00458,0.00963,0.00249,0.000102,0.0718,0.00282,0.00338,0.00266,0.0455,0.0403,0.07,0.106,Normal
'Medial Tibia of Nor_29.jpg',0.0858,0.0044,0.0301,0.00312,0.0781,0.0757,0.00211,0.00753,0.00206,0.00224,0.125,0.00735,0.0137,0.00662,0.0449,0.146,0.00785,0.0116,0.0026,0.00112,0.14,0.00748,0.0129,0.0024,0.00204,0.101,0.00493,0.00973,0.00187,0.00816,0.0867,0.0034,0.0272,0.00333,0.0606,0.0493,0.0711,0.119,Normal
'Medial Tibia of Nor_3.jpg',0.0786,0.0037,0.0385,0.00506,0.0726,0.0596,0.00306,0.00696,0.00179,0.000612,0.133,0.00198,0.021,0.00357,0.0491,0.203,0.00634,0.0965,0.00783,0.0612,0.154,0.00768,0.0399,0.00441,0.0193,0.0954,0.00187,0.00972,0.00167,0.00296,0.0776,0.00347,0.0368,0.00147,0.0483,0.0329,0.065,0.101,Normal
'Medial Tibia of Nor_30.jpg',0.0974,0.00115,0.045,0.00125,0.0889,0.0621,0.00225,0.00609,0.00278,0.000714,0.117,0.00757,0.00784,0.00363,0.0527,0.154,0.00724,0.0441,0.0028,0.011,0.127,0.00329,0.0287,0.00283,0.0217,0.0978,0.00314,0.00852,0.00292,0.00337,0.0946,0.00158,0.0405,0.00238,0.0603,0.0463,0.0815,0.121,Normal
'Medial Tibia of Nor_31.jpg',0.114,0.00406,0.0533,0.00467,0.0979,0.0684,0.00359,0.00837,0.000736,0.00184,0.0884,0.00163,0.00773,0.00179,0.0237,0.0993,0.000646,0.0296,0.00394,0.00847,0.0916,0.00677,0.01,0.00171,0.00184,0.0858,0.000896,0.00993,0.00123,0.000918,0.113,0.00172,0.056,0.000776,0.0803,0.0817,0.0954,0.163,Normal
'Medial Tibia of Nor_32.jpg',0.0958,0.0045,0.0552,0.0045,0.0876,0.0626,0.00251,0.00545,0.00246,0.000204,0.111,0.00432,0.0165,0.00396,0.0432,0.143,0.00812,0.0496,0.00233,0.00286,0.137,0.0139,0.0356,0.00104,0.0251,0.0935,0.0043,0.0104,0.00177,0.00163,0.1,0.00247,0.0492,0.00369,0.0732,0.0491,0.081,0.126,Normal
'Medial Tibia of Nor_33.jpg',0.0803,0.00174,0.0167,0.000359,0.0719,0.0771,0.00224,0.0119,0.0024,0.00551,0.127,0.00238,0.0143,0.00221,0.0341,0.164,0.00155,0.0305,0.00334,0.0133,0.147,0.000199,0.0235,0.0031,0.0165,0.0998,0.00159,0.0111,0.00148,0.00551,0.0808,0.00403,0.0192,0.00624,0.0551,0.0465,0.0666,0.11,Normal
'Medial Tibia of Nor_34.jpg',0.105,0.00184,0.051,0.00124,0.0955,0.0614,0.00292,0.00844,0.00292,0.00265,0.111,0.00403,0.0131,0.00298,0.0386,0.13,0.00187,0.04,0.000883,0.00684,0.126,0.00138,0.023,0.00301,0.00765,0.0959,0.00568,0.0109,0.00277,0.00143,0.0986,0.000694,0.0456,0.000627,0.0694,0.0541,0.0853,0.133,Normal
'Medial Tibia of Nor_35.jpg',0.0725,0.00457,0.0346,0.00331,0.066,0.0721,0.00442,0.01,0.00216,0.000918,0.139,0.00764,0.0182,0.00585,0.0384,0.19,0.00529,0.0772,0.0102,0.0385,0.154,0.00743,0.0368,0.00245,0.0152,0.103,0.00553,0.0139,0.000334,0.00418,0.0681,0.00378,0.0305,0.00295,0.0456,0.0394,0.0622,0.0997,Normal
'Medial Tibia of Nor_36.jpg',0.0717,0.00458,0.0341,0.00478,0.0647,0.0667,0.00271,0.00997,0.00111,0.0003,0.134,0.0049,0.0297,0.0049,0.0351,0.212,0.00934,0.0922,0.0101,0.0494,0.168,0.00668,0.0391,0.00735,0.009,0.0933,0.00337,0.0127,0.00454,0.0013,0.0704,0.00335,0.0327,0.00359,0.0488,0.0381,0.053,0.0929,Normal
'Medial Tibia of Nor_37.jpg',0.0767,0.00277,0.0421,0.00238,0.0708,0.0641,0.00391,0.0107,0.00208,0.000204,0.141,0.0017,0.0231,0.000471,0.0463,0.193,0.00665,0.0817,0.00257,0.0356,0.158,0.00255,0.0372,0.00282,0.00969,0.0955,0.00347,0.016,0.00301,0.0051,0.0717,0.00268,0.0346,0.00143,0.045,0.0389,0.0633,0.0972,Normal
'Medial Tibia of Nor_38.jpg',0.0799,0.00397,0.0393,0.00397,0.0725,0.0714,0.000636,0.00806,0.00223,0.00265,0.137,0.0049,0.0172,0.0018,0.0421,0.188,0.00515,0.0764,0.00578,0.0383,0.16,0.00137,0.0306,0.0016,0.00633,0.094,0.00227,0.0112,0.00238,0.00173,0.0763,0.00201,0.0351,0.0013,0.0506,0.0366,0.0605,0.0958,Normal
'Medial Tibia of Nor_39.jpg',0.0771,0.000475,0.0236,0.00115,0.0692,0.0705,0.00311,0.00178,0.00457,0.00561,0.132,0.00754,0.0165,0.00783,0.0507,0.181,0.00876,0.0606,0.00521,0.0323,0.15,0.00763,0.0262,0.00199,0.00388,0.0992,0.0038,0.00629,0.00302,0.00184,0.077,0.00351,0.0186,0.00341,0.044,0.042,0.0646,0.107,Normal
'Medial Tibia of Nor_4.jpg',0.0748,0.00267,0.0283,0.00241,0.0703,0.0653,0.000148,0.0111,0.00337,0.00286,0.133,0.003,0.0157,0.00565,0.0505,0.183,0.00523,0.0659,0.00855,0.0231,0.166,0.00771,0.0335,0.00407,0.0272,0.103,0.00195,0.0114,0.00235,0.00153,0.0731,0.00511,0.0279,0.00597,0.0461,0.0343,0.0648,0.103,Normal
'Medial Tibia of Nor_5.jpg',0.0712,0.00263,0.0143,0.00234,0.0614,0.0677,0.00128,0.00319,0.000757,0.0049,0.141,0.00271,0.022,0.00156,0.0336,0.187,0.00258,0.0595,0.000639,0.0189,0.167,0.00136,0.0354,0.00256,0.0142,0.0919,0.0057,0.00461,0.000897,0.00255,0.0693,0.00314,0.0147,0.00245,0.043,0.0437,0.0603,0.101,Normal
'Medial Tibia of Nor_6.jpg',0.0772,0.00458,0.0321,0.00494,0.0707,0.0677,0.00449,0.00904,0.00212,0.00306,0.13,0.000647,0.0211,0.00214,0.0328,0.194,0.00656,0.0879,0.00198,0.0305,0.158,0.00723,0.0422,0.00112,0.0257,0.0911,0.00131,0.0113,0.000916,0.0052,0.079,0.00418,0.0363,0.00278,0.0535,0.0398,0.0603,0.102,Normal
'Medial Tibia of Nor_7.jpg',0.0809,0.000683,0.0404,0.000233,0.0734,0.0616,0.00323,0.0113,0.0012,0.00429,0.136,0.0096,0.0251,0.00696,0.0391,0.214,0.00576,0.0988,0.00526,0.0532,0.153,0.00122,0.0396,0.00448,0.0172,0.0928,0.00665,0.0152,0.002,0.00122,0.072,0.00628,0.0332,0.00305,0.0518,0.0375,0.0585,0.0937,Normal
'Medial Tibia of Nor_8.jpg',0.0799,0.00246,0.0377,0.0022,0.0685,0.0665,0.000916,0.0121,0.00104,0.00122,0.127,0.00812,0.0146,0.00514,0.0371,0.21,0.0038,0.0961,0.00456,0.0503,0.154,0.00408,0.0318,0.005,0.00398,0.0965,0.0022,0.0168,0.00183,0.00531,0.0738,0.00342,0.0381,0.00315,0.0511,0.0409,0.0566,0.0948,Normal
'Medial Tibia of Nor_9.jpg',0.074,0.00407,0.0333,0.00474,0.0693,0.0651,0.000315,0.00972,0.00505,0.000408,0.13,0.00183,0.0227,0.00235,0.043,0.198,0.0048,0.0886,0.000877,0.0448,0.152,0.00349,0.0377,0.0031,0.0148,0.0996,0.00326,0.0123,0.00139,0.00551,0.0727,0.00438,0.0265,0.00393,0.0456,0.04,0.0662,0.102,Normal
